WorkerID,Type,Agent,Grammar,Stimulus,StimulusNum,Harm,Other Harm,Harmer,Other Harmer,Blame,responsible,other,police stop,conservative,police trust,police honest,police listen,police rights,political party,age,race,gender
15,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,I can't assign all the blame to the teacher with more information regarding the dispute. The nurse may have been the original aggressor and incited the incident.,,,,,,,,,,
15,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,4,3,,,,,,,,,,,
15,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,,,,,,,,,,
15,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,3,3,,,,,,,,,,,
15,Target,protesters,Non-Agentive,Officers shot during clash with protesters outside Texas church service,9,Officers,,,The headline doesn't say the Protesters shot the officer just that they were at the protest when shot. There are many scenarios where other people besides the Protestors could have shot the officers.,1,1,,,,,,,,,,,
15,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,2,2,Headline says it was a shootout. The club bouncer could have been accidently hit by the trooper's gunfire intended for another.,,,,,,,,,,
15,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,,,,,,,,,,,
15,Target,student,Agentive,Student shoots and kills campus security guard in controversial incident,33,Security guard,,Student,,3,3,,,,,,,,,,,
15,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,0,0,,,,,,,,,,,
15,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,5,1,No,No,No,No,Democratic,55-64,White,Woman
178,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,3,3,'no difference'},,,,,,,,,,
178,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,1,1,'remove the word racist it is a judgement and not a proven fact mere opinion'},,,,,,,,,,
178,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,3,3,'no changes'},,,,,,,,,,
178,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,4,'no changes'},,,,,,,,,,
178,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,4,4,'question the use of the word protestors and need to know what their cause wase'},,,,,,,,,,
178,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,3,'want to know the cause of the protestors'},,,,,,,,,,
178,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,'no changes'},,,,,,,,,,
178,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,2,2,'no changes'},,,,,,,,,,
178,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,,unspecified just states beaten'},2,2,'not enough detail on guilt to make judgement'},,,,,,,,,,
178,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,3,3,'no changes\n'},,,,,,,,,,
178,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,3,3,'no changes'},,,,,,,,,,
178,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,0,'no changes'},,,,,,,,,,
178,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,3,4,'no changes'},,,,,,,,,,
178,Target,teacher,Agentive,Criminal probe focuses on school where teacher shot cop after fight,16,Cop,,Teacher,,4,4,'no changes'},,,,,,,,,,
178,Target,security guard,Agentive,Campus security guard shoots and kills student in controversial incident,3,Student,,Security guard,,3,3,'would like to know details on incident to further assign blame'},,,,,,,,,,
178,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,'would have left out the term cheating it is prejudicial '},1,4,Yes,Yes,Yes,Yes,Independent,65+,White,Man
175,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,4,4,'the response is adequate '},,,,,,,,,,
175,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,'no'},,,,,,,,,,
175,Control,Control,Non-Agentive,Indigenous community leader targeted in racist hate crime incident with vandal,15,Community leader,,Vandal,,0,0,'nop'},,,,,,,,,,
175,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,2,2,'i need to know who caused the accident'},,,,,,,,,,
175,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,2,2,'hard to say who was in the wrong here without knowing more details\n '},,,,,,,,,,
175,Control,Control,Agentive,Patient beats local doctor accused of fertility fraud during confrontation,7,Doctor,,Patient,,1,1,'no'},,,,,,,,,,
175,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,3,3,'was it provoked?'},,,,,,,,,,
175,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,1,0,'no'},,,,,,,,,,
175,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,2,2,'no'},,,,,,,,,,
175,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,3,3,,,,,,,,,,,
175,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,1,1,'no'},,,,,,,,,,
175,Control,Control,Agentive,Cheating husband stabbed wife 36 times after fight,4,Wife,,Husband,,0,0,'no'},,,,,,,,,,
175,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,'no'},,,,,,,,,,
175,Target,protesters,Agentive,Protesters shoot cops during Friday confrontation; dash cam footage to be released early next week,13,Cops,,Protesters,,3,4,'no'},,,,,,,,,,
175,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,'no'},,,,,,,,,,
175,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,4,'no'},1,1,Yes,Yes,Yes,Yes,Independent,25-34,Hispanic,Man
125,Target,sheriff,Non-Agentive,Video footage shows teen shot after confrontation with county sheriff; sparks outrage,30,Teen,,Sheriff,,0,0,Without know the full details it's impossible to who is truly responsible,,,,,,,,,,
125,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,'What caused the altercation? Was the teacher defending themselves '},,,,,,,,,,
125,Target,police chief,Agentive,Police chief kills fisherman in New Years Day shooting incident,32,Fisherman,,Police chief,,2,2,,,,,,,,,,,
125,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,2,2,,,,,,,,,,,
125,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,3,3,,,,,,,,,,,
125,Target,protesters,Agentive,Protesters shoot officers during clash outside Texas church service,46,Officers,,Protesters,,3,3,,,,,,,,,,,
125,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
125,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
125,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,4,4,,,,,,,,,,,
125,Target,protesters,Non-Agentive,Cops shot during Friday confrontation with protesters; dash cam footage to be released early next week,42,Cops,,Protesters,,3,3,,,,,,,,,,,
125,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,2,2,,,,,,,,,,,
125,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,0,0,,,,,,,,,,,
125,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Waiter,,Owner,,0,0,,,,,,,,,,,
125,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,0,0,,,,,,,,,,,
125,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,4,4,,,,,,,,,,,
125,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,0,0,,5,1,Yes,Yes,No,No,Democratic,35-44,White,Man
25,Target,state trooper,Agentive,State trooper kills club bouncer during shootout outside popular bar,5,Club bouncer,,State trooper,,1,2,,,,,,,,,,,
25,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,1,1,,,,,,,,,,,
25,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,,i cant tell what happened here'},2,2,,,,,,,,,,,
25,Target,man,Agentive,Fisherman kills police chief in New Years Day shooting incident,22,Police chief,,Fisherman,,3,3,,,,,,,,,,,
25,Control,Control,Agentive,Young mom stabs neighbor 17 times during road rage incident; community members express devastation,34,Neighbor,,Mom,,1,1,'mom needs to get control of her road rage'},,,,,,,,,,
25,Control,Control,Non-Agentive,Restaurant owner of Italian pizza shop set on fire after shouting match with waiter,6,Owner,,Waiter,,3,3,,,,,,,,,,,
25,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,2,2,'not sure what happened'},,,,,,,,,,
25,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,2,1,,,,,,,,,,,
25,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,3,3,,,,,,,,,,,
25,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,,,,,,,,,,,
25,Control,Control,Non-Agentive,Drunk driver beaten after Cobb County crash with father,11,Driver,,Father,,1,1,,,,,,,,,,,
25,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Teen,,Sheriff,,3,3,,,,,,,,,,,
25,Target,teacher,Non-Agentive,Criminal probe focuses on school where cop was shot after fight with teacher,2,Cop,,Teacher,,3,3,,,,,,,,,,,
25,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,1,1,,,,,,,,,,,
25,Target,officers,Non-Agentive,Protesters shot during clash with officers outside Texas church service,27,Protesters,,Officers,,1,1,,,,,,,,,,,
25,Control,Control,Agentive,Nurse assaults Chicago superintendent after car accident,0,Superintendent,,Nurse,,1,1,,4,2,Yes,Yes,Yes,Yes,Democratic,65+,White,Woman
68,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
68,Target,man,Agentive,Jacksonville man fatally shoots police officer during confrontation,38,Police officer,,Man,,3,3,,,,,,,,,,,
68,Control,Control,Non-Agentive,Neighbor stabbed 17 times during road rage incident with young mom; community members express devastation,1,Neighbor,,Mom,,0,0,,,,,,,,,,,
68,Target,teen,Agentive,Video footage shows teen shooting a county sheriff after confrontation; sparks outrage,10,Sheriff,,Teen,,3,3,,,,,,,,,,,
68,Target,cops,Non-Agentive,Protesters shot during Friday confrontation with cops; dash cam footage to be released early next week,19,Protesters,,Cops,,1,1,,,,,,,,,,,
68,Control,Control,Agentive,Waiter at Italian pizza shop sets restaurant owner on fire after shouting match,24,Owner,,Waiter,,4,4,,,,,,,,,,,
68,Target,man,Non-Agentive,Police chief killed in New Years Day shooting incident with fisherman,43,Police chief,,Fisherman,,3,3,,,,,,,,,,,
68,Control,Control,Agentive,Father beats drunk driver after Cobb County crash,37,Driver,,Father,,2,2,,,,,,,,,,,
68,Target,state trooper,Non-Agentive,Club bouncer killed during shootout with state trooper outside of popular bar,21,Club bouncer,,State trooper,,2,2,,,,,,,,,,,
68,Control,Control,Non-Agentive,Local doctor accused of fertility fraud beaten during confrontation with patient,40,Doctor,,Patient,,2,2,,,,,,,,,,,
68,Control,Control,Non-Agentive,Wife stabbed 36 times after fight with cheating husband,36,Wife,,Husband,,0,0,,,,,,,,,,,
68,Target,cop,Agentive,Criminal probe focuses on school where cop shot teacher after fight,39,Teacher,,Cop,,0,0,,,,,,,,,,,
68,Control,Control,Non-Agentive,Chicago superintendent assaulted after car accident with nurse,25,Superintendent,,Nurse,,1,1,,,,,,,,,,,
68,Target,officers,Agentive,Officers shoot protesters during clash outside Texas church service,31,Protesters,,Officers,,0,0,,,,,,,,,,,
68,Control,Control,Agentive,Teacher chokes nurse after violent dispute at local daycare,14,Nurse,,Teacher,,3,3,,,,,,,,,,,
68,Target,student,Non-Agentive,Campus security guard shot and killed in controversial incident with student,29,Security guard,,Student,,3,3,,5,1,No,No,No,No,Democratic,18-24,White,Woman
90,Control,Control,Agentive,Racist vandal targets Indigenous community leader in hate crime incident,23,Community leader,,Vandal,,0,0,,,,,,,,,,,
90,Target,police officer,Agentive,Jacksonville police officer fatally shoots man during confrontation,26,Man,,Police officer,,1,1,,,,,,,,,,,
90,Control,Control,Non-Agentive,Nurse choked after violent dispute with teacher at local daycare,20,Nurse,,Teacher,,2,2,,,,,,,,,,,
90,Target,club bouncer,Agentive,Club bouncer kills state trooper during shootout outside of popular bar,35,State trooper,,Club bouncer,,3,3,,,,,,,,,,,
